City ID,City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
2447513,Arlit,NE,18.7369,18.7369,85.77,14,7,9.91
2027316,Ayan,RU,56.45,56.45,38.39,66,10,8.05
1791464,Wenling,CN,28.3669,28.3669,61.92,80,100,10.22
1861416,Ishigaki,JP,24.3448,24.3448,77.13,69,75,13.8
4047434,Russell,US,32.3502,32.3502,60.71,85,1,0.0
3374120,Vila do Maio,CV,15.1333,15.1333,77.79,69,3,14.41
5850554,Makakilo City,US,21.3469,21.3469,85.91,46,1,9.22
2121373,Seymchan,RU,62.8833,62.8833,1.22,77,45,1.68
2109701,Auki,SB,-8.7676,-8.7676,85.37,66,22,3.0
1488429,Uray,RU,60.1247,60.1247,38.77,77,40,14.36
1507116,Dudinka,RU,69.4058,69.4058,22.51,94,99,7.74
1259184,Puri,IN,19.8,19.8,72.12,68,62,6.13
1489656,Teya,RU,60.3778,60.3778,34.66,96,100,13.6
3577430,Road Town,VG,18.4167,18.4167,82.36,74,40,8.05
1786538,Yining,CN,29.0361,29.0361,51.24,88,11,0.94
2214432,Nālūt,LY,30.3333,30.3333,71.49,49,100,6.29
4031574,Provideniya,RU,64.3833,64.3833,25.03,77,100,8.12
2120048,Ust-Nera,RU,64.5667,64.5667,0.5,99,73,5.37
3452599,Posse,BR,-14.0931,-14.0931,79.23,53,99,4.59
4035715,Avarua,CK,-21.2078,-21.2078,75.25,57,75,10.36
343137,Awasa,ET,7.05,7.05,59.16,60,83,4.81
5546220,Saint George,US,37.1041,37.1041,72.54,26,1,1.01
3870243,Taltal,CL,-25.4,-25.4,59.32,77,19,8.52
2396518,Port-Gentil,GA,-0.7193,-0.7193,78.76,83,75,8.05
1254396,Tīrthahalli,IN,13.7,13.7,66.43,98,95,0.51
2527087,Tiznit Province,MA,29.5833,29.5833,63.16,74,0,1.16
2177069,Ballina,AU,-28.8667,-28.8667,82.0,46,29,20.71
2145554,Ulladulla,AU,-35.35,-35.35,63.54,70,91,7.47
8079926,Labuhan,ID,-6.8844,-6.8844,79.9,79,76,7.27
3421765,Nanortalik,GL,60.1432,60.1432,36.03,69,33,9.84
2112802,Hasaki,JP,35.7333,35.7333,53.58,52,9,7.16
2176639,Batemans Bay,AU,-35.7167,-35.7167,66.67,75,91,2.26
5044290,Saint Anthony,US,45.0205,45.0205,46.54,57,1,3.44
1490624,Surgut,RU,61.25,61.25,39.38,93,40,15.66
1510689,Baykit,RU,61.67,61.67,34.27,95,100,9.51
921900,Dzaoudzi,YT,-12.7887,-12.7887,78.69,83,0,0.0
2022083,Kirensk,RU,57.7853,57.7853,30.24,93,79,7.74
1630058,Karaton,ID,-6.3424,-6.3424,78.96,92,33,1.7
1701054,Marawi,PH,7.9986,7.9986,68.65,85,81,2.57
4035249,Lufilufi,WS,-13.8745,-13.8745,83.79,69,94,16.6
1028918,Pemba,MZ,-12.974,-12.974,77.7,88,75,9.22
3430545,Morón,AR,-34.6534,-34.6534,65.57,47,25,1.01
3100127,Drezdenko,PL,52.8383,52.8383,34.65,92,62,5.55
2738381,Lata,PT,40.1629,40.1629,58.75,68,27,2.1
1509844,Boguchany,RU,58.3814,58.3814,35.73,96,100,13.53
110690,Faya,SA,18.3851,18.3851,55.92,27,2,4.34
5126787,Middle Island,US,40.8843,40.8843,54.5,76,75,0.0
2071860,Esperance,AU,-33.8667,-33.8667,58.84,57,24,18.86
3671437,Caucayá,CO,-0.1934,-0.1934,81.18,70,80,1.99
2034691,Songjianghe,CN,42.1859,42.1859,34.52,67,0,3.62
3664980,Boa Vista,BR,2.8197,2.8197,87.78,58,75,5.75
1214488,Meulaboh,ID,4.1363,4.1363,76.75,87,100,1.88
1519385,Sergeevka,KZ,53.88,53.88,45.81,86,60,13.35
1052944,Angoche,MZ,-16.2325,-16.2325,74.12,81,21,9.26
2245170,Podor,MR,16.6527,16.6527,89.55,31,59,0.0
6171633,Ucluelet,CA,48.9329,48.9329,55.27,79,57,1.01
595016,Šalčininkai,LT,54.3,54.3,37.35,90,48,12.06
3533462,Acapulco de Juárez,MX,16.8634,16.8634,73.22,94,90,13.8
2274895,Monrovia,LR,6.3005,6.3005,78.01,86,99,5.12
1734715,Marang,MY,5.2056,5.2056,75.11,91,92,3.87
554535,Kaduy,RU,59.2,59.2,37.81,96,100,5.26
3430443,Necochea,AR,-38.5473,-38.5473,51.04,67,14,19.06
4449620,Vicksburg,US,32.3526,32.3526,79.21,65,1,4.61
3491355,Black River,JM,18.0264,18.0264,84.2,77,79,8.9
7647007,Bariloche,AR,-41.1456,-41.1456,47.95,46,40,25.32
1283285,Jumla,NP,29.2747,29.2747,45.14,81,1,4.59
5972762,Hay River,CA,60.8156,60.8156,46.38,71,75,9.22
890516,Gwanda,ZW,-20.9333,-20.9333,81.99,33,88,4.47
6457397,Bose,IT,45.4612,45.4612,47.91,83,0,4.68
5983720,Iqaluit,CA,63.7506,63.7506,31.69,86,90,11.99
1276037,Bhavāni,IN,11.45,11.45,75.0,92,99,0.76
3924674,Xapuri,BR,-10.6517,-10.6517,84.9,59,94,3.2
211647,Lodja,CD,-3.4833,-3.4833,72.57,84,87,1.05
1624725,Tarakan,ID,3.3,3.3,78.3,94,20,2.3
5509851,Pahrump,US,36.2083,36.2083,72.9,32,45,1.99
1516048,Khovd,MN,48.0056,48.0056,32.94,48,1,7.16
2377457,Nouadhibou,MR,20.931,20.931,68.2,82,0,20.54
2070998,Geraldton,AU,-28.7667,-28.7667,57.61,94,22,4.61
3448903,São João da Barra,BR,-21.6403,-21.6403,72.88,84,6,19.69
286245,Sur,OM,22.5667,22.5667,80.2,66,0,9.48
3414079,Olafsvik,IS,64.8945,64.8945,45.7,89,100,10.96
3372472,Vila Franca do Campo,PT,37.7167,37.7167,66.61,83,6,5.5
797213,Pervomayskoye,RU,43.919,43.919,51.69,94,0,3.96
3887127,Iquique,CL,-20.2208,-20.2208,60.84,73,6,6.24
5919815,Channel-Port aux Basques,CA,47.5702,47.5702,56.05,97,100,8.93
4791259,Virginia Beach,US,36.8529,36.8529,63.19,72,1,4.61
5332191,Butte,US,39.6499,39.6499,54.97,84,90,9.22
2126710,Beringovskiy,RU,63.05,63.05,12.6,74,4,9.19
1563281,Tuy Hoa,VN,13.0833,13.0833,76.62,94,100,9.31
933077,Shakawe,BW,-18.3667,-18.3667,76.55,43,54,3.36
1785036,Zhangye,CN,38.9342,38.9342,43.77,52,91,6.4
2641434,Northam,GB,51.0333,51.0333,53.24,78,100,20.47
5742974,North Bend,US,43.4065,43.4065,55.09,94,90,9.22
6111862,Port Hardy,CA,50.6996,50.6996,51.98,76,75,3.44
698346,Orzhytsya,UA,49.7918,49.7918,40.37,67,20,6.53
509104,Platonovka,RU,52.7106,52.7106,39.79,75,3,8.97
359783,Assiut,EG,27.181,27.181,66.38,48,1,11.36
370457,Maridi,SS,4.9158,4.9158,69.82,89,85,2.68
2372532,Gabú,GW,12.2833,12.2833,75.25,93,100,5.32
4120388,Malvern,US,34.3623,34.3623,78.91,69,24,5.28
60019,Eyl,SO,7.9803,7.9803,76.82,80,15,6.87
6355222,Yulara,AU,-25.2406,-25.2406,71.44,24,40,18.41
1591474,Bac Lieu,VN,9.285,9.285,79.45,85,100,6.15
1734313,Paka,MY,4.6374,4.6374,73.33,94,20,0.0
933366,Maun,BW,-19.9833,-19.9833,76.71,43,65,1.21
2514651,Los Llanos de Aridane,ES,28.6585,28.6585,65.12,78,75,5.99
556279,Inzer,RU,54.2167,54.2167,42.78,95,77,5.12
1850523,Tateyama,JP,34.9833,34.9833,59.86,53,66,8.12
565783,Dobrun',RU,53.1851,53.1851,39.27,81,95,11.18
2178753,Kirakira,SB,-10.4544,-10.4544,86.23,66,36,8.59
55671,Kismayo,SO,-0.3582,-0.3582,77.16,80,6,7.23
2255304,Sémbé,CG,1.6481,1.6481,70.21,99,100,1.57
3579925,St. George's,GD,12.0564,12.0564,82.08,74,20,9.22
6111696,Port-Cartier,CA,50.0334,50.0334,46.62,94,100,3.56
296852,Erzin,TR,36.9559,36.9559,61.52,59,0,2.39
3421719,Narsaq,GL,60.9167,60.9167,34.02,59,68,4.63
2122605,Okhotsk,RU,59.3833,59.3833,18.84,68,1,17.72
5882953,Aklavik,CA,68.2191,68.2191,30.2,80,75,6.91
3980683,Valentín Gómez Farías,MX,28.2167,28.2167,83.59,21,0,14.58
2022572,Khatanga,RU,71.9667,71.9667,9.64,91,100,16.8
4414200,West Plains,US,36.7281,36.7281,63.43,82,1,5.75
3132644,Varhaug,NO,58.6147,58.6147,50.11,85,100,18.79
104515,Makkah al Mukarramah,SA,21.4267,21.4267,80.17,59,0,0.31
2952252,Bassum,DE,52.85,52.85,39.99,85,47,7.85
2013392,Vilyuysk,RU,63.7553,63.7553,33.15,96,100,10.36
2028164,Deputatsky,RU,69.3,69.3,-2.79,99,100,2.55
5134295,Rome,US,43.2128,43.2128,46.13,80,90,6.91
3520994,Puerto Escondido,MX,15.85,15.85,81.43,69,90,3.44
5955902,Fort Nelson,CA,58.8053,58.8053,49.59,57,20,5.75
3385899,Tutóia,BR,-2.7619,-2.7619,80.65,84,100,9.82
1626542,Sorong,ID,-0.8833,-0.8833,81.34,80,100,8.1
556268,Ostrovnoy,RU,68.0531,68.0531,25.97,92,100,17.52
3393692,Itarema,BR,-2.9248,-2.9248,80.13,80,71,14.09
3382160,Cayenne,GF,4.9333,4.9333,78.1,89,0,0.0
5557293,Sitka,US,57.0531,57.0531,46.29,71,75,9.22
2439155,Tanout,NE,14.9709,14.9709,85.19,16,69,10.76
2191562,Dunedin,NZ,-45.8742,-45.8742,56.8,79,100,11.01
3163146,Andenes,NO,69.3143,69.3143,31.98,93,75,1.14
3664525,Codajás,BR,-3.8367,-3.8367,82.18,65,75,2.98
3628473,San Cristobal,VE,7.7669,7.7669,69.98,95,89,2.82
3666409,Uribia,CO,11.7139,11.7139,83.71,68,13,17.02
3533475,Acambay,MX,19.9558,19.9558,58.78,65,93,4.92
2158767,Mareeba,AU,-17.0,-17.0,81.64,61,51,6.96
2034400,Tongliao,CN,43.6125,43.6125,42.42,48,0,6.67
3436880,Tacuatí,PY,-23.45,-23.45,70.07,98,86,7.09
1848976,Wajima,JP,37.4,37.4,56.08,82,40,0.0
3516171,Barra de Tecoanapa,MX,16.5167,16.5167,75.45,88,100,4.72
5847486,Kailua,US,21.4022,21.4022,81.5,65,20,10.36
2024626,Dzhebariki-Khaya,RU,62.2167,62.2167,13.8,93,100,3.4
3894426,Coyhaique,CL,-45.5752,-45.5752,46.35,57,75,8.05
1847947,Shingū,JP,33.7333,33.7333,58.19,47,32,4.38
2297810,Mumford,GH,5.2618,5.2618,77.54,85,97,5.93
1633419,Padang,ID,-0.9492,-0.9492,75.25,86,74,3.49
2409215,Mattru,SL,7.6244,7.6244,73.53,98,100,1.63
504840,Proletariy,RU,58.4342,58.4342,37.42,82,100,12.44
2160413,Leeton,AU,-34.5667,-34.5667,60.85,44,0,16.11
1507636,Chunskiy,RU,56.0815,56.0815,37.67,74,84,8.3
3584003,Puerto El Triunfo,SV,13.2833,13.2833,87.69,83,63,3.2
3520989,Puerto Madero,MX,14.7208,14.7208,86.2,74,20,8.05
1586443,Ca Mau,VN,9.1769,9.1769,78.42,89,100,4.29
3625710,Upata,VE,8.0086,8.0086,75.2,96,95,6.11
3647444,Calabozo,VE,8.9242,8.9242,82.71,59,93,4.43
5558953,Arcata,US,40.8665,40.8665,62.71,70,90,5.99
3936456,Lima,PE,-12.0432,-12.0432,64.85,75,75,17.27
3424607,Tasiilaq,GL,65.6145,65.6145,32.16,93,100,7.4
2077895,Alice Springs,AU,-23.7,-23.7,72.95,25,65,18.41
3924679,Vilhena,BR,-12.7406,-12.7406,82.62,65,0,9.22
2477537,Tazmalt,DZ,36.3868,36.3868,61.61,90,76,3.98
1737185,Kapit,MY,2.0167,2.0167,75.15,97,91,1.32
5563397,Eureka,US,40.8021,40.8021,63.03,72,99,5.99
371466,Leer,SS,8.3018,8.3018,74.66,71,45,1.7
713676,Oleksandrivka,UA,46.8383,46.8383,45.97,51,67,8.05
1274743,Chāndil,IN,22.9667,22.9667,67.26,76,4,3.56
1624041,Ternate,ID,0.8,0.8,81.14,77,47,4.05
1863997,Fukuechō,JP,32.6881,32.6881,62.96,59,75,4.61
3038638,Agde,FR,43.3108,43.3108,44.82,70,0,2.3
1525988,Ayagoz,KZ,47.9714,47.9714,33.15,56,92,8.48
1160939,Iranshahr,IR,27.2025,27.2025,63.57,14,0,2.51
3412093,Vestmannaeyjar,IS,63.4427,63.4427,47.59,87,100,16.4
2645287,Kirkcudbright,GB,54.8383,54.8383,51.94,86,100,28.41
935214,Saint-Pierre,RE,-21.3393,-21.3393,71.91,81,40,6.91
5545269,Price,US,39.5994,39.5994,54.48,43,90,0.0
5324400,Aptos,US,36.9772,36.9772,62.46,79,20,1.01
3141667,Roald,NO,62.5833,62.5833,50.14,66,20,10.36
64435,Berbera,SO,10.4396,10.4396,82.47,62,35,6.2
3115824,Muros,ES,42.7762,42.7762,47.34,94,10,5.03
2157698,Mildura,AU,-34.2,-34.2,58.96,47,0,9.22
2015306,Tiksi,RU,71.6872,71.6872,1.42,96,100,9.84
3924895,Plácido de Castro,BR,-10.3353,-10.3353,84.45,59,70,2.98
108410,Riyadh,SA,24.6877,24.6877,78.94,25,0,9.48
934479,Grand Gaube,MU,-20.0064,-20.0064,73.38,75,94,5.01
57000,Hobyo,SO,5.3505,5.3505,78.58,80,30,7.25
653272,Kemijärvi,FI,66.7131,66.7131,17.02,95,56,4.07
2033196,Zhangjiakou,CN,40.81,40.81,43.48,46,2,0.85
1337607,Kudahuvadhoo,MV,2.6708,2.6708,82.38,74,92,14.88
5769288,Spearfish,US,44.4908,44.4908,50.38,76,1,0.0
5503914,Fallon,US,39.4735,39.4735,54.9,57,75,3.44
1277216,Bānswāda,IN,18.3833,18.3833,67.98,71,91,1.03
1277264,Bānkura,IN,23.25,23.25,70.54,75,8,4.88
1493155,Samagaltay,RU,50.6022,50.6022,26.22,65,14,1.68
1244926,Hambantota,LK,6.1241,6.1241,78.71,82,23,14.63
1131461,Oruzgan,AF,32.8333,32.8333,42.71,24,0,1.1
2132606,Samarai,PG,-10.6167,-10.6167,80.85,82,66,11.72
3533079,Aldama,MX,22.9167,22.9167,80.65,84,87,5.26
64814,Bandarbeyla,SO,9.4942,9.4942,76.59,83,22,4.7
5110365,Broome,US,42.2506,42.2506,44.51,84,75,3.44
1282898,Pokhara,NP,28.2333,28.2333,62.22,67,45,5.17
5847411,Kahului,US,20.8947,20.8947,81.45,67,20,19.57
2525362,Carbonia,IT,39.1672,39.1672,62.58,90,71,4.09
3374333,Praia,CV,14.9215,14.9215,77.54,78,0,12.66
3427761,Tigre,AR,-34.426,-34.426,65.88,45,0,9.22
3622537,Parrita,CR,9.5201,9.5201,80.02,85,48,2.21
472113,Vorobyevka,RU,50.6451,50.6451,41.18,70,9,7.54
6096551,Pangnirtung,CA,66.1451,66.1451,24.13,86,98,5.82
695464,Romny,UA,50.751,50.751,38.21,75,14,7.54
2134814,Sola,VU,-13.8833,-13.8833,81.48,76,18,17.52
3114567,Palafrugell,ES,41.9174,41.9174,54.63,45,11,8.41
779622,Havøysund,NO,70.9963,70.9963,32.88,54,100,20.18
1255361,Suratgarh,IN,29.3167,29.3167,67.75,82,85,17.18
2234794,Banyo,CM,6.75,6.75,66.2,91,100,2.98
495412,Shcheglovo,RU,60.0284,60.0284,33.91,88,99,10.09
1816336,Binzhou,CN,37.3667,37.3667,52.11,55,59,2.75
2128975,Nemuro,JP,43.3236,43.3236,48.99,67,6,15.43
1731298,Aloleng,PH,16.1307,16.1307,79.81,79,100,9.33
2120769,Talaya,RU,61.3833,61.3833,3.36,92,97,4.32
2381334,Atar,MR,20.5169,20.5169,79.63,17,0,6.4
3670218,San Andrés,CO,12.5847,12.5847,84.22,79,40,3.44
1280037,Shache,CN,38.4167,38.4167,43.84,34,33,1.01
1813775,Daokou,CN,35.5639,35.5639,53.67,62,95,5.03
1524889,Chardara,KZ,41.2547,41.2547,48.47,34,1,7.02
1831112,Kampot,KH,10.6167,10.6167,78.85,88,98,7.96
2460546,Banamba,ML,13.55,13.55,80.65,54,94,4.68
1562414,Vung Tau,VN,10.346,10.346,79.12,88,89,9.46
204953,Tshikapa,CD,-6.4167,-6.4167,71.65,86,75,2.53
4513583,Hamilton,US,39.1834,39.1834,55.0,82,40,0.0
3133983,Trofors,NO,65.5333,65.5333,40.35,95,100,4.41
3692072,Santiago de Chuco,PE,-8.15,-8.15,53.78,83,86,2.24
2294915,Takoradze,GH,4.8845,4.8845,77.13,87,97,4.81
3461370,Imbituba,BR,-28.24,-28.24,69.82,95,100,11.32
2025241,Churapcha,RU,62.0025,62.0025,21.7,95,100,5.95
2035453,Pingzhuang,CN,42.0372,42.0372,43.0,46,2,2.8
2234359,Bertoua,CM,4.5833,4.5833,66.67,98,94,3.09
483019,Tikhvin,RU,59.6451,59.6451,33.22,96,100,9.08
499782,Rzhaksa,RU,52.1338,52.1338,38.57,77,5,9.51
5404476,Ukiah,US,39.1502,39.1502,55.18,93,90,9.22
4032420,Neiafu,TO,-18.65,-18.65,75.34,68,21,17.18
2374583,Bubaque,GW,11.2833,11.2833,83.41,71,98,10.8
4031742,Egvekinot,RU,66.3167,66.3167,11.7,83,100,5.59
3521108,Progreso,MX,21.2833,21.2833,86.11,82,100,11.23
5309842,Prescott,US,34.54,34.54,62.98,35,1,5.99
3938415,Ilo,PE,-17.6394,-17.6394,61.83,80,52,9.6
2643044,Margate,GB,51.3813,51.3813,52.32,78,45,3.0
1272864,Dhārchula,IN,29.85,29.85,55.44,68,0,6.71
2068110,Kununurra,AU,-15.7667,-15.7667,85.98,74,75,4.61
2276492,Harper,LR,4.375,4.375,76.91,88,80,7.11
3347019,Mossamedes,AO,-15.1961,-15.1961,63.91,75,77,8.03
2151955,Redcliffe,AU,-27.2307,-27.2307,87.31,34,0,17.27
2630299,Hofn,IS,64.2539,64.2539,45.18,77,92,5.95
1642773,Japura,ID,-0.3167,-0.3167,75.25,95,52,0.96
1529660,Aksu,CN,41.1231,41.1231,45.75,31,7,5.93
1528998,Yumen,CN,40.2833,40.2833,36.86,41,72,6.11
878549,Zvishavane,ZW,-20.3267,-20.3267,79.74,36,86,3.67
2015352,Terney,RU,45.0503,45.0503,49.55,50,80,7.14
487095,Strunino,RU,56.3833,56.3833,38.43,85,92,7.38
1717787,Catuday,PH,16.2923,16.2923,78.53,80,100,10.71
3652758,Puerto Baquerizo Moreno,EC,-0.9,-0.9,70.79,83,75,14.97
3464008,Esmeraldas,BR,-19.7625,-19.7625,76.75,79,34,10.58
2027042,Batagay-Alyta,RU,67.8006,67.8006,5.14,96,100,2.71
5962442,Goderich,CA,43.7501,43.7501,44.56,87,94,3.44
3693584,Pimentel,PE,-6.8367,-6.8367,62.89,77,20,18.41
5802636,Mattawa,US,46.7379,46.7379,55.58,56,84,8.01
4734350,Stephenville,US,32.2207,32.2207,82.71,50,1,10.36
3979216,Camalú,MX,30.85,30.85,67.42,67,49,15.19
6067747,Matagami,CA,49.7502,49.7502,41.11,70,90,4.61
498295,Savinka,RU,50.0785,50.0785,52.59,88,100,9.1
119115,Qūchān,IR,37.106,37.106,45.75,24,0,5.59
3395981,Maceió,BR,-9.6658,-9.6658,80.04,94,0,9.22
3862981,Soto,AR,-32.8107,-32.8107,62.82,36,28,9.17
1636308,Manokwari,ID,-0.8667,-0.8667,82.78,68,69,3.27
1254046,Tura,IN,25.5198,25.5198,64.78,80,38,3.27
1637001,Biak,ID,-0.9131,-0.9131,81.19,68,100,3.47
1268865,Jodhpur,IN,26.2867,26.2867,73.6,62,20,7.34
3095795,Kołobrzeg,PL,54.1757,54.1757,44.46,100,70,9.19
2129211,Towada,JP,40.6127,40.6127,57.2,62,14,9.13
6144195,Senneterre,CA,48.3835,48.3835,39.42,85,92,3.49
1490256,Talnakh,RU,69.4865,69.4865,21.92,93,99,6.38
6148373,Sioux Lookout,CA,50.1001,50.1001,37.47,93,75,3.44
3402648,Carutapera,BR,-1.195,-1.195,78.67,82,92,5.91
5380437,Pacific Grove,US,36.6177,36.6177,60.44,78,20,1.01
1651531,Ambon City,ID,-3.6954,-3.6954,80.74,89,40,3.44
951441,Sundumbili,ZA,-29.1337,-29.1337,64.71,78,93,19.37
570086,Chagoda,RU,59.164,59.164,35.91,96,100,7.45
2206874,Waipawa,NZ,-41.4122,-41.4122,57.69,73,99,4.72
3430708,Mercedes,AR,-34.6515,-34.6515,62.82,54,17,5.97
